section_id,course_id,subject_code,catalog_number,instructors,status,available_seats,waitlist_total,capacity,enrolled,meeting_time,location,instruction_mode,is_asynchronous
,,,,Ankur Desai,OPEN,,,5,0,,Online,,
,,,,Bu Wang,OPEN,,,5,0,,Online,,
,,,,Pavana Prabhakar,OPEN,,,5,0,,Online,,
,,,,Christy Remucal,OPEN,,,5,0,,Online,,
,,,,Matt Ginder-Vogel,OPEN,,,5,0,,Online,,
,,,,Haoran Wei,OPEN,,,5,1,,Online,,
,,,,Zhenhua Zhu,OPEN,,,10,0,,Online,,
,,,,Tracey Holloway,OPEN,,,10,0,,Online,,
,,,,Andrea Hicks,OPEN,,,5,0,,Online,,
,,,,James Tinjum,OPEN,,,10,0,,Online,,
,,,,Trina Mcmahon,OPEN,,,5,0,,Online,,
,,,,David Noyce,OPEN,,,5,1,,Online,,
,,,,Hiroki Sone,OPEN,,,10,0,,Online,,
,,,,Jane Carlson,OPEN,,,5,0,,Online,,
,,,,Daniel Wright,OPEN,,,5,1,,Online,,
,,,,Michael Maguire,OPEN,,,5,0,,Online,,
,,,,Carolee Dodge Francis,OPEN,,,5,0,,Online,,
,,,,Ben Fisher,OPEN,,,5,0,,Online,,
,,,,Mary Beth Collins,OPEN,,,5,0,,Online,,
,,,,Kasey Keeler,OPEN,,,5,0,,Online,,
,,,,Matt Calvert,OPEN,,,5,1,,Online,,
,,,,Jennifer Gaddis,OPEN,,,5,0,,Online,,
,,,,Lori Diprete Brown,OPEN,,,5,0,,Online,,
,,,,Leah Horowitz,OPEN,,,5,0,,Online,,
,,,,Carolina Sarmiento,OPEN,,,5,1,,Online,,
,,,,Cynthia Jasper,OPEN,,,5,0,,Online,,
,,,,Marc Kleijwegt,CLOSED,,,0,0,,Online,,
,,,,Alex Dressler,CLOSED,,,0,0,,Online,,
,,,,Grant Nelsestuen,CLOSED,,,0,0,,Online,,
,,,,Jeff Beneker,CLOSED,,,0,0,,Online,,
,,,,Laura Mcclure,CLOSED,,,0,0,,Online,,
,,,,Nick Cahill,CLOSED,,,0,0,,Online,,
,,,,William Aylward,CLOSED,,,0,0,,Online,,
,,,,Jeremy Hutton,CLOSED,,,0,0,,Online,,
,,,,Chontel Syfox,CLOSED,,,0,0,,Online,,
,,,,Lori Lopez,CLOSED,,,0,0,,Online,,
,,,,Aaron Greer,CLOSED,,,0,0,,Online,,
,,,,Eric Hoyt,OPEN,,,3,0,,Online,,
,,,,Sara Mckinnon,CLOSED,,,0,0,,Online,,
,,,,Jenell Johnson,OPEN,,,1,0,,Online,,
,,,,Catalina Toma,CLOSED,,,0,0,,Online,,
,,,,Lyn Van Swol,CLOSED,,,0,3,,Online,,
,,,,,CLOSED,,,0,0,,Online,,
,,,,Michael Xenos,CLOSED,,,0,0,,Online,,
,,,,Marie-Louise Mares,CLOSED,,,0,0,,Online,,
,,,,Zhongdang Pan,CLOSED,,,0,0,,Online,,
,,,,Kelley Conway,CLOSED,,,0,0,,Online,,
,,,,Robert Asen,CLOSED,,,0,0,,Online,,
,,,,Courtney Seidel,OPEN,,,10,0,,Online,,
,,,,Audra Sterling Von Glahn,OPEN,,,10,0,,Online,,
,,,,Michelle Ciucci,OPEN,,,10,1,,Online,,
,,,,Susan Ellis Weismer,OPEN,,,3,0,,Online,,
,,,,Nicole Pulia,OPEN,,,5,0,,Online,,
,,,,Katie Hustad,OPEN,,,3,0,,Online,,
,,,,Margarita Kaushanskaya,OPEN,,,10,0,,Online,,
,,,,Ben Parrell,OPEN,,,10,5,,Online,,
,,,,Kimberly Mueller,OPEN,,,10,3,,Online,,
,,,,Dhatri Sadholalu Devaraju,OPEN,,,10,2,,Online,,
,,,,Ruth Litovsky,OPEN,,,10,0,,Online,,
,,,,Carlos Benitez Barrera,OPEN,,,10,0,,Online,,
,,,,Erik Jorgensen,OPEN,,,10,1,,Online,,
,,,,Haley Dresang,OPEN,,,10,6,,Online,,
,,,,Carrie Niziolek,OPEN,,,15,1,,Online,,
,,,,Nadine Connor,OPEN,,,3,1,,Online,,
,,,,Nike Gnanateja Gurindapalli,OPEN,,,20,6,,Online,,
,,,,Rebecca Alper,OPEN,,,10,5,,Online,,
,,,,Susan Thibeault,OPEN,,,30,0,,Online,,
,,,,Michaela Hoffelmeyer,OPEN,,,1,0,,Online,,
,,,,Nan Enstad,CLOSED,,,0,0,,Online,,
,,,,Monica White,CLOSED,,,0,0,,Online,,
,,,,Katherine Curtis,CLOSED,,,0,0,,Online,,
,,,,Samer Alatout,OPEN,,,1,0,,Online,,
,,,,Michael Bell,CLOSED,,,1,1,,Online,,
,,,,Tracy Baker,OPEN,,,5,0,,Online,,
,,,,Chad Vezina,OPEN,,,5,0,,Online,,
,,,,Joan Jorgensen,OPEN,,,5,0,,Online,,
,,,,Karen Hershberger-Braker,OPEN,,,5,0,,Online,,
,,,,Liz Jacka,OPEN,,,5,0,,Online,,
,,,,Joan Jorgensen,OPEN,,,1,0,,Online,,
,,,,Samantha Weaver,OPEN,,,5,1,,Online,,
,,,,Nick Burgraff,OPEN,,,5,1,,Online,,
,,,,Tracy Hagemann,OPEN,,,5,0,,Online,,
,,,,Fei Zhao,OPEN,,,5,0,,Online,,
,,,,Tracy Baker,OPEN,,,5,0,,Online,,
,,,,Thaddeus Golos,OPEN,,,5,0,,Online,,
,,,,Chad Vezina,OPEN,,,5,0,,Online,,
,,,,Troy Hornberger,OPEN,,,5,1,,Online,,
,,,,Stephen Johnson,CLOSED,,,0,0,,Online,,
,,,,Michael Cahill,OPEN,,,5,0,,Online,,
,,,,Lisa Arendt,OPEN,,,5,0,,Online,,
,,,,John Svaren,OPEN,,,5,0,,Online,,
,,,,Joan Jorgensen,OPEN,,,10,1,,Online,,
,,,,Sathish Kumar,OPEN,,,5,0,,Online,,
,,,,Robert Lipinski,OPEN,,,5,0,,Online,,
,,,,Jyoti Watters,OPEN,,,5,0,,Online,,
,,,,Masatoshi Suzuki,OPEN,,,5,0,,Online,,
,,,,Kimberly Stietz,OPEN,,,5,0,,Online,,
,,,,Junjie Hu,CLOSED,,,0,0,,Online,,
,,,,Ming Liu,OPEN,,,5,0,,Online,,
,,,,Yong Jae Lee,CLOSED,,,0,0,,Online,,
,,,,Josiah Hanna,OPEN,,,5,0,,Online,,
,,,,Fred Sala,OPEN,,,5,0,,Online,,
,,,,Swamit Tannu,OPEN,,,5,0,,Online,,
,,,,Yuhang Zhao,OPEN,,,5,0,,Online,,
,,,,Yea-Seul Kim,OPEN,,,5,0,,Online,,
,,,,Daifeng Wang,CLOSED,,,0,0,,Online,,
,,,,Kangwook Lee,OPEN,,,5,0,,Online,,
,,,,Goetz Graefe,OPEN,,,10,0,,Online,,
,,,,Sharon Li,OPEN,,,10,0,,Online,,
,,,,Xiangyao Yu,OPEN,,,10,0,,Online,,
,,,,Jelena Diakonikolas,OPEN,,,10,0,,Online,,
,,,,Ilias Diakonikolas,OPEN,,,10,0,,Online,,
,,,,Rahul Chatterjee,OPEN,,,10,2,,Online,,
,,,,Andrew Kuemmel,OPEN,,,10,0,,Online,,
,,,,Yin Li,OPEN,,,5,0,,Online,,
,,,,Tyler Caraza-Harter,OPEN,,,5,0,,Online,,
,,,,Matt Sinclair,CLOSED,,,0,0,,Online,,
,,,,Shivaram Venkataraman,OPEN,,,10,0,,Online,,
,,,,Joe Austerweil,CLOSED,,,0,0,,Online,,
,,,,Dan Negrut,CLOSED,,,0,0,,Online,,
,,,,Matthew Berland,OPEN,,,10,0,,Online,,
,,,,Loris D'Antoni,CLOSED,,,0,0,,Online,,
,,,,Paris Koutris,OPEN,,,10,0,,Online,,
,,,,Aws Albarghouthi,OPEN,,,10,0,,Online,,
,,,,Robert Nowak,OPEN,,,10,0,,Online,,
,,,,Sushmita Roy,OPEN,,,10,0,,Online,,
,,,,Kevin Ponto,OPEN,,,5,0,,Online,,
,,,,Bilge Mutlu,OPEN,,,20,0,,Online,,
,,,,Amos Ron,OPEN,,,10,0,,Online,,
,,,,Colin Dewey,OPEN,,,10,0,,Online,,
,,,,Vikas Singh,OPEN,,,10,0,,Online,,
,,,,Guri Sohi,OPEN,,,10,0,,Online,,
,,,,Thomas Reps,OPEN,,,10,0,,Online,,
,,,,Barton Miller,OPEN,,,10,0,,Online,,
,,,,Eric Bach,OPEN,,,10,0,,Online,,
,,,,Parmesh Ramanathan,OPEN,,,10,0,,Online,,
,,,,Eftychios Sifakis,CLOSED,,,0,0,,Online,,
,,,,Suman Banerjee,OPEN,,,10,0,,Online,,
,,,,Stephen Wright,OPEN,,,10,0,,Online,,
,,,,Dieter van Melkebeek,OPEN,,,10,0,,Online,,
,,,,Paul Barford,OPEN,,,10,0,,Online,,
,,,,Somesh Jha,OPEN,,,10,0,,Online,,
,,,,Karu Sankaralingam,CLOSED,,,0,0,,Online,,
,,,,Michael Gleicher,OPEN,,,10,0,,Online,,
,,,,Michael Ferris,OPEN,,,20,0,,Online,,
,,,,Mark Craven,OPEN,,,10,0,,Online,,
,,,,Michael Swift,OPEN,,,10,1,,Online,,
,,,,Remzi Arpaci-Dusseau,OPEN,,,10,0,,Online,,
,,,,Jin-Yi Cai,OPEN,,,10,0,,Online,,
,,,,Jerry Zhu,OPEN,,,10,0,,Online,,
,,,,Andrea Arpaci-Dusseau,OPEN,,,10,0,,Online,,
,,,,Lydia Ashton,OPEN,,,5,0,,Online,,
,,,,Linda Francetic Lepe,OPEN,,,5,0,,Online,,
,,,,Nancy Wong,OPEN,,,5,0,,Online,,
,,,,J. Michael Collins,OPEN,,,5,0,,Online,,
,,,,Pa Her,OPEN,,,5,0,,Online,,
,,,,Shinye Kim,OPEN,,,5,0,,Online,,
,,,,Simon Goldberg,OPEN,,,5,0,,Online,,
,,,,Travis Wright,OPEN,,,5,2,,Online,,
,,,,Stephanie Budge,OPEN,,,5,0,,Online,,
,,,,Mindi Thompson,OPEN,,,5,0,,Online,,
,,,,Alberta Gloria,OPEN,,,5,0,,Online,,
,,,,Mariana Ortiz,OPEN,,,5,0,,Online,,
,,,,Carl Grant,OPEN,,,10,0,,Online,,
,,,,Margaret Hawkins,OPEN,,,5,0,,Online,,
,,,,Matthew Berland,OPEN,,,10,0,,Online,,
,,,,Mariana Ortiz,OPEN,,,5,0,,Online,,
,,,,Beth Graue,OPEN,,,10,0,,Online,,
,,,,Carl Grant,OPEN,,,10,0,,Online,,
,,,,Simone Schweber,OPEN,,,10,0,,Online,,
,,,,Bernadette Baker,OPEN,,,5,0,,Online,,
,,,,Diana Hess,OPEN,,,5,0,,Online,,
,,,,Thomas Popkewitz,OPEN,,,5,0,,Online,,
,,,,Diego Roman,OPEN,,,3,1,,Online,,
,,,,Peter Mcdonald,OPEN,,,5,0,,Online,,
,,,,John Rudolph,OPEN,,,10,0,,Online,,
,,,,Noah Weeth-Feinstein,OPEN,,,10,0,,Online,,
,,,,Hala Ghousseini,OPEN,,,10,0,,Online,,
,,,,Li-Ching Ho,OPEN,,,10,0,,Online,,
,,,,Katie Kirchgasler,OPEN,,,10,0,,Online,,
,,,,Erica Halverson,OPEN,,,10,0,,Online,,
,,,,Luiz Ferraretto,CLOSED,,,0,0,,Online,,
,,,,Milo Wiltbank,CLOSED,,,0,0,,Online,,
,,,,Lautaro Rostoll Cangiano,CLOSED,,,0,0,,Online,,
,,,,Michel Wattiaux,CLOSED,,,0,0,,Online,,
,,,,Jennifer Van Os,CLOSED,,,0,0,,Online,,
,,,,Joao Reboucas Dorea,CLOSED,,,0,0,,Online,,
,,,,Heather White,CLOSED,,,0,0,,Online,,
,,,,Laura Hernandez,CLOSED,,,0,2,,Online,,
,,,,Jimena Laporta,CLOSED,,,0,1,,Online,,
,,,,Sebastian Arriola Apelo,CLOSED,,,0,0,,Online,,
,,,,Eric Ronk,CLOSED,,,0,0,,Online,,
,,,,Karen Mcshane-Hellenbrand,CLOSED,,,0,0,,Online,,
,,,,Timothy Russell,CLOSED,,,0,0,,Online,,
,,,,Jin-Wen Yu,CLOSED,,,0,0,,Online,,
,,,,Li Chiao-Ping,CLOSED,,,0,1,,Online,,
,,,,Liz Sexe,CLOSED,,,0,0,,Online,,
,,,,Omari Carter,CLOSED,,,0,1,,Online,,
,,,,Omari Carter,CLOSED,,,0,0,,Online,,
,,,,Andrea Harris,CLOSED,,,0,0,,Online,,
,,,,Natalie Zervou,CLOSED,,,0,0,,Online,,
,,,,Collette Stewart,CLOSED,,,0,0,,Online,,
,,,,Natalie Zervou,CLOSED,,,0,0,,Online,,
,,,,Christopher Walker,CLOSED,,,0,0,,Online,,
,,,,Marianne Fairbanks,OPEN,,,5,1,,Online,,
,,,,Mitch Frank,OPEN,,,1,0,,Online,,
,,,,Uchita Vaid,OPEN,,,5,0,,Online,,
,,,,Brooke Godfrey,OPEN,,,5,0,,Online,,
,,,,Sarah Carter,OPEN,,,5,0,,Online,,
,,,,Marina Moskowitz,OPEN,,,5,0,,Online,,
,,,,Kevin Ponto,OPEN,,,5,0,,Online,,
,,,,Holly Easland,OPEN,,,5,0,,Online,,
,,,,Marianne Fairbanks,OPEN,,,8,0,,Online,,
,,,,Mary Hark,OPEN,,,5,0,,Online,,
,,,,Erin Hamilton,OPEN,,,5,0,,Online,,
,,,,Mengni Zhang,OPEN,,,1,0,,Online,,
,,,,Jennifer Angus,OPEN,,,5,0,,Online,,
,,,,,CLOSED,,,0,0,,Online,,
,,,,Raymond Deneckere,CLOSED,,,0,0,,Online,,
,,,,Ashley Swanson,CLOSED,,,0,0,,Online,,
,,,,Lorenzo Magnolfi,CLOSED,,,0,0,,Online,,
,,,,Kenneth West,CLOSED,,,0,0,,Online,,
,,,,Simeon Alder,CLOSED,,,0,0,,Online,,
,,,,Dan Quint,CLOSED,,,0,0,,Online,,
,,,,Kim Ruhl,CLOSED,,,0,0,,Online,,
,,,,Jesse Gregory,CLOSED,,,0,0,,Online,,
,,,,Corina Mommaerts,CLOSED,,,0,0,,Online,,
,,,,David Hansen,CLOSED,,,0,0,,Online,,
,,,,Ananth Seshadri,CLOSED,,,0,1,,Online,,
,,,,Harry Brighouse,OPEN,,,10,0,,Online,,
,,,,Ran Liu,OPEN,,,10,0,,Online,,
,,,,Stacey Lee,OPEN,,,10,0,,Online,,
,,,,Linn Posey-Maddox,OPEN,,,10,0,,Online,,
,,,,Nancy Kendall,OPEN,,,10,0,,Online,,
,,,,Shamya Chodumada Karumbaiah,OPEN,,,11,0,,Online,,
,,,,Steve Kilgus,OPEN,,,5,0,,Online,,
,,,,Katie Eklund,OPEN,,,5,0,,Online,,
,,,,Amy Bellmore,OPEN,,,5,0,,Online,,
,,,,David Shaffer,OPEN,,,5,0,,Online,,
,,,,Daniel Bolt,OPEN,,,5,0,,Online,,
,,,,Haley Vlach,OPEN,,,5,0,,Online,,
,,,,Percival Matthews,OPEN,,,5,0,,Online,,
,,,,Edward Hubbard,OPEN,,,10,3,,Online,,
,,,,David Klingbeil,OPEN,,,5,0,,Online,,
,,,,Robert Enright,OPEN,,,5,0,,Online,,
,,,,Mitchell Nathan,OPEN,,,5,0,,Online,,
,,,,Craig Albers,OPEN,,,5,0,,Online,,
,,,,Sadhana Puntambekar,OPEN,,,5,0,,Online,,
,,,,Xiangru Xu,OPEN,,,5,0,,Online,,
,,,,Eric Tervo,OPEN,,,5,0,,Online,,
,,,,Robert Jacobberger,OPEN,,,5,0,,Online,,
,,,,Pedro Maravilha Morgado,OPEN,,,5,0,,Online,,
,,,,Swamit Tannu,OPEN,,,5,0,,Online,,
,,,,Daniel Pimentel Alarcon,OPEN,,,5,0,,Online,,
,,,,Chirag Gupta,OPEN,,,5,0,,Online,,
,,,,Shubhra Pasayat,OPEN,,,5,0,,Online,,
,,,,Ying Wang,OPEN,,,5,0,,Online,,
,,,,Ramya Korlakai Vinayak,OPEN,,,5,0,,Online,,
,,,,Umit Ogras,OPEN,,,15,0,,Online,,
,,,,Dominic Gross,OPEN,,,5,0,,Online,,
,,,,Joseph Andrews,OPEN,,,5,0,,Online,,
,,,,Alan McMillan,OPEN,,,5,0,,Online,,
,,,,Chu Ma,OPEN,,,5,0,,Online,,
,,,,Kangwook Lee,OPEN,,,5,0,,Online,,
,,,,Steven Fredette,OPEN,,,5,0,,Online,,
,,,,Dan Negrut,OPEN,,,5,0,,Online,,
,,,,Zongfu Yu,OPEN,,,5,0,,Online,,
,,,,Daniel Ludois,OPEN,,,5,0,,Online,,
,,,,Remzi Arpaci-Dusseau,OPEN,,,5,0,,Online,,
,,,,Scott Sanders,OPEN,,,5,0,,Online,,
,,,,Line Roald,OPEN,,,5,0,,Online,,
,,,,Karu Sankaralingam,OPEN,,,5,0,,Online,,
,,,,Matt Sinclair,OPEN,,,5,0,,Online,,
,,,,Jennifer Choy,OPEN,,,5,0,,Online,,
,,,,Amy Wendt,OPEN,,,5,0,,Online,,
,,,,Giri Venkataramanan,OPEN,,,5,0,,Online,,
,,,,John Gubner,OPEN,,,5,0,,Online,,
,,,,Bulent Sarlioglu,OPEN,,,5,0,,Online,,
,,,,Bill Sethares,OPEN,,,5,0,,Online,,
,,,,Barry Vanveen,OPEN,,,5,0,,Online,,
,,,,Daniel Vanderweide,OPEN,,,5,1,,Online,,
,,,,Bhuvana Krishnaswamy,OPEN,,,5,0,,Online,,
,,,,Bernie Lesieutre,OPEN,,,5,0,,Online,,
,,,,David Anderson,OPEN,,,5,0,,Online,,
,,,,Tomy Varghese,OPEN,,,5,0,,Online,,
,,,,Mohit Gupta,OPEN,,,5,0,,Online,,
,,,,Joseph Krachey,OPEN,,,5,0,,Online,,
,,,,Suman Banerjee,OPEN,,,5,0,,Online,,
,,,,Thomas Jahns,OPEN,,,5,0,,Online,,
,,,,Jennifer Volk,OPEN,,,5,0,,Online,,
,,,,Susan Hagness,OPEN,,,5,0,,Online,,
,,,,Xiaopeng Li,OPEN,,,10,0,,Online,,
,,,,Joshua San Miguel,OPEN,,,5,0,,Online,,
,,,,Mahima Gupta,OPEN,,,5,0,,Online,,
,,,,Kassem Fawaz,OPEN,,,5,0,,Online,,
,,,,Robert Nowak,OPEN,,,5,0,,Online,,
,,,,George Tzimpragos,OPEN,,,5,0,,Online,,
,,,,Dimitris Papailiopoulos,OPEN,,,5,0,,Online,,
,,,,Benedikt Geiger,OPEN,,,5,0,,Online,,
,,,,,OPEN,,,5,0,,Online,,
,,,,Irena Knezevic,OPEN,,,5,0,,Online,,
,,,,Grigoris Chrysos,OPEN,,,5,0,,Online,,
,,,,Andreas Velten,OPEN,,,5,0,,Online,,
,,,,Dan Botez,OPEN,,,5,0,,Online,,
,,,,Jeremy Coulson,OPEN,,,5,0,,Online,,
,,,,Parmesh Ramanathan,OPEN,,,5,0,,Online,,
,,,,Paul Milenkovic,OPEN,,,5,0,,Online,,
,,,,Lei Zhou,OPEN,,,5,0,,Online,,
,,,,Manish Singh,OPEN,,,5,1,,Online,,
,,,,Mikhail Kats,OPEN,,,5,1,,Online,,
,,,,Feng Ye,OPEN,,,5,1,,Online,,
,,,,Haihan Sun,OPEN,,,5,0,,Online,,
,,,,Hongrui Jiang,OPEN,,,5,0,,Online,,
,,,,Luke Mawst,OPEN,,,5,0,,Online,,
,,,,Zhenqiang Ma,OPEN,,,5,0,,Online,,
,,,,Akhilesh Jaiswal,OPEN,,,5,0,,Online,,
,,,,Nader Behdad,OPEN,,,5,0,,Online,,
,,,,Tsung-Wei Huang,OPEN,,,5,0,,Online,,
,,,,Eric Hoffman,OPEN,,,5,0,,Online,,
,,,,John Booske,OPEN,,,5,0,,Online,,
,,,,Jinia Roy,OPEN,,,5,0,,Online,,
,,,,Azadeh Davoodi,OPEN,,,5,0,,Online,,
,,,,Mark Allie,OPEN,,,5,0,,Online,,
,,,,Colleen Andrews,OPEN,,,10,7,,Online,,
,,,,Michael Pulia,OPEN,,,10,0,,Online,,
,,,,Andrea Bykovskyi,OPEN,,,5,0,,Online,,
,,,,Jessica Schmidt,OPEN,,,10,0,,Online,,
,,,,Manish Shah,OPEN,,,5,0,,Online,,
,,,,James Svenson,OPEN,,,20,0,,Online,,
,,,,Sara Kelm,OPEN,,,10,1,,Online,,
,,,,Nate Marshall,OPEN,,,10,0,,Online,,
,,,,Kristina Huang,OPEN,,,10,0,,Online,,
,,,,Porter Shreve,OPEN,,,5,0,,Online,,
,,,,Michael Peterson,OPEN,,,5,0,,Online,,
,,,,Mike Vandenheuvel,OPEN,,,5,0,,Online,,
,,,,Jen Plants,OPEN,,,5,0,,Online,,
,,,,Larry Edgerton,OPEN,,,5,0,,Online,,
,,,,Ingrid Diran,OPEN,,,20,0,,Online,,
,,,,Ronald Kuka,OPEN,,,20,0,,Online,,
,,,,Caroline Druschke,OPEN,,,5,0,,Online,,
,,,,Martin Foys,OPEN,,,10,0,,Online,,
,,,,Mark Vareschi,OPEN,,,10,0,,Online,,
,,,,Joshua Calhoun,OPEN,,,5,1,,Online,,
,,,,Sarah Wood,OPEN,,,5,0,,Online,,
,,,,Elizabeth Bearden,OPEN,,,10,1,,Online,,
,,,,Tom Purnell,OPEN,,,5,0,,Online,,
,,,,Ronald Harris,OPEN,,,5,0,,Online,,
,,,,Jordan Zweck,OPEN,,,10,0,,Online,,
,,,,Karen Britland,OPEN,,,5,0,,Online,,
,,,,Emily Hall,OPEN,,,5,0,,Online,,
,,,,David Zimmerman,OPEN,,,10,0,,Online,,
,,,,Morris Young,OPEN,,,10,0,,Online,,
,,,,Michael Bernard-Donals,OPEN,,,5,0,,Online,,
,,,,Amy Barry,OPEN,,,10,0,,Online,,
,,,,James Tinjum,OPEN,,,5,0,,Online,,
,,,,Nicole Zacharia,CLOSED,,,0,0,,Online,,
,,,,Susan Ottmann,OPEN,,,5,0,,Online,,
,,,,Russell Groves,CLOSED,,,0,0,,Online,,
,,,,Dan Young,OPEN,,,5,1,,Online,,
,,,,Lyric Bartholomay,OPEN,,,5,0,,Online,,
,,,,Shawn Steffan,OPEN,,,5,0,,Online,,
,,,,Susan Paskewitz,OPEN,,,5,0,,Online,,
,,,,Adela Oliva Ch?Vez,OPEN,,,5,0,,Online,,
,,,,Claudio Gratton,OPEN,,,5,0,,Online,,
,,,,Sean Schoville,OPEN,,,5,0,,Online,,
,,,,Christelle Guedot,OPEN,,,5,0,,Online,,
,,,,James Crall,OPEN,,,5,0,,Online,,
,,,,Catherine Woodward,CLOSED,,,0,0,,Online,,
,,,,Holly Gibbs,CLOSED,,,0,0,,Online,,
,,,,Tracey Holloway,CLOSED,,,0,0,,Online,,
,,,,Tyler Lark,CLOSED,,,0,0,,Online,,
,,,,Emily Stanley,CLOSED,,,0,0,,Online,,
,,,,Robert Beattie,CLOSED,,,0,0,,Online,,
,,,,Joshua Calhoun,CLOSED,,,0,0,,Online,,
,,,,Adam Mednick,CLOSED,,,0,0,,Online,,
,,,,Gregory Nemet,CLOSED,,,0,0,,Online,,
,,,,Caroline Druschke,CLOSED,,,0,0,,Online,,
,,,,William Karasov,CLOSED,,,0,0,,Online,,
,,,,Paul Robbins,CLOSED,,,0,0,,Online,,
,,,,Adrian Treves,CLOSED,,,0,1,,Online,,
,,,,Randy Brown,OPEN,,,5,0,,Online,,
,,,,Jonathan Temte,OPEN,,,5,0,,Online,,
,,,,Vincent Minichiello,OPEN,,,7,0,,Online,,
,,,,Andrew Quanbeck,OPEN,,,10,0,,Online,,
,,,,Sean Duffy,OPEN,,,10,0,,Online,,
,,,,Sarina Schrager,OPEN,,,10,0,,Online,,
,,,,Bradley Bolling,OPEN,,,10,0,,Online,,
,,,,J.P. Van Pijkeren,OPEN,,,10,0,,Online,,
,,,,Scott Rankin,OPEN,,,10,0,,Online,,
,,,,Tu Anh Huynh,OPEN,,,10,0,,Online,,
,,,,Richard Hartel,OPEN,,,10,0,,Online,,
,,,,Charles Kaspar,OPEN,,,10,0,,Online,,
,,,,John Lucey,OPEN,,,10,0,,Online,,
,,,,Arnoldo Lopez-Hernandez,OPEN,,,10,0,,Online,,
,,,,Benjamin Zuckerberg,OPEN,,,2,0,,Online,,
,,,,Jonathan Pauli,OPEN,,,5,0,,Online,,
,,,,Jamie Nack,CLOSED,,,0,0,,Online,,
,,,,Adena Rissman,CLOSED,,,0,0,,Online,,
,,,,M Peery,OPEN,,,2,0,,Online,,
,,,,Anna Pidgeon,OPEN,,,2,0,,Online,,
,,,,David Drake,OPEN,,,5,0,,Online,,
,,,,Timothy Van Deelen,OPEN,,,2,0,,Online,,
,,,,Jessica Meindl,OPEN,,,5,0,,Online,,
,,,,Jim Berkelman,OPEN,,,3,0,,Online,,
,,,,Amy Trowbridge,OPEN,,,10,0,,Online,,
,,,,Volker Radeloff,OPEN,,,2,0,,Online,,
,,,,Philip Townsend,OPEN,,,2,0,,Online,,
,,,,Min Chen,OPEN,,,2,0,,Online,,
,,,,Zuzana Burivalova,OPEN,,,5,0,,Online,,
,,,,Kate Walsh,OPEN,,,2,0,,Online,,
,,,,Finn Enke,CLOSED,,,0,0,,Online,,
,,,,Araceli Alonso,CLOSED,,,0,0,,Online,,
,,,,Christine Garlough,OPEN,,,2,0,,Online,,
,,,,Pernille Ipsen,OPEN,,,3,0,,Online,,
,,,,Keisha Lindsay,CLOSED,,,0,0,,Online,,
,,,,Araceli Alonso,OPEN,,,3,0,,Online,,
,,,,Sara Chadwick,OPEN,,,3,0,,Online,,
,,,,Kerri Gann,CLOSED,,,0,0,,Online,,
,,,,Hao Chang,CLOSED,,,0,0,,Online,,
,,,,Justin Wolter,CLOSED,,,0,0,,Online,,
,,,,Dudley Lamming,CLOSED,,,0,0,,Online,,
,,,,Matt Anderson,CLOSED,,,0,1,,Online,,
,,,,Yevgenya Grinblat,CLOSED,,,0,0,,Online,,
,,,,Ci Ji Lim,CLOSED,,,0,0,,Online,,
,,,,Anna Huttenlocher,CLOSED,,,0,0,,Online,,
,,,,Christina Hull,CLOSED,,,0,0,,Online,,
,,,,Tim Bugni,CLOSED,,,0,0,,Online,,
,,,,Carol Lee,CLOSED,,,0,0,,Online,,
,,,,Daniela Barbosa,CLOSED,,,0,0,,Online,,
,,,,Tim Donohue,CLOSED,,,0,0,,Online,,
,,,,Tomas Prolla,CLOSED,,,0,0,,Online,,
,,,,Claire Richardson,OPEN,,,3,1,,Online,,
,,,,Steven Schrodi,OPEN,,,2,1,,Online,,
,,,,Jake Brunkard,CLOSED,,,0,0,,Online,,
,,,,Donna Werling,OPEN,,,3,0,,Online,,
,,,,Anita Bhattacharyya Consigny,OPEN,,,2,0,,Online,,
,,,,Nancy Keller,OPEN,,,3,0,,Online,,
,,,,Phillip Newmark,OPEN,,,3,0,,Online,,
,,,,Nathaniel Sharp,OPEN,,,6,0,,Online,,
,,,,Christopher Tilmann,CLOSED,,,0,0,,Online,,
,,,,David Wassarman,CLOSED,,,0,0,,Online,,
,,,,Rupa Sridharan,CLOSED,,,0,0,,Online,,
,,,,David Schwartz,OPEN,,,1,0,,Online,,
,,,,Francisco Pelegri,CLOSED,,,0,0,,Online,,
,,,,Patrick Masson,OPEN,,,1,0,,Online,,
,,,,John Pool,CLOSED,,,0,0,,Online,,
,,,,Chris Hittinger,OPEN,,,1,0,,Online,,
,,,,Qiang Chang,OPEN,,,2,0,,Online,,
,,,,Nicole Perna,CLOSED,,,0,0,,Online,,
,,,,Bret Payseur,OPEN,,,1,0,,Online,,
,,,,Jerry Yin,OPEN,,,1,0,,Online,,
,,,,Ahna Skop,OPEN,,,1,0,,Online,,
,,,,Audrey Gasch,CLOSED,,,1,1,,Online,,
,,,,Akihiro Ikeda,CLOSED,,,2,2,,Online,,
,,,,Brian Parks,CLOSED,,,0,0,,Online,,
,,,,Jeff Hardin,CLOSED,,,0,0,,Online,,
,,,,Anjon Audhya,CLOSED,,,0,0,,Online,,
,,,,Caitlin Pepperell,CLOSED,,,0,0,,Online,,
,,,,William Gartner,OPEN,,,10,0,,Online,,
